PNR,DEP. DATE,TBO-TotalAmount(Preferred Curr),TRIPEUR-NETPAYABLE,PASS/FAIL-NETPAYABLE,TBO- Total GST,TRIPEUR-Airline Gst,PASS/FAIL-Airline Gst
V4BPDO,15-07-2018,"[""2187.8""]","[""2296""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
V6X3XE,27-07-2018,"[""2925.21""]","[""3036""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
Q7114C,29-05-2018,"[""3706.02""]","[""3887""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
DQBDZS,29-05-2018,"[""3770.75""]",[7608],"[""PASS""]","[""0""]",[0],"[""PASS""]"
UET95K,29-05-2018,"[""3828.67""]","[""4066""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
OURMG4,29-05-2018,"[""5192.46""]","[""5244""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
OYIOML,29-05-2018,"[""4325.4""]","[""4481""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
R2MU78,29-05-2018,"[""3441.14""]","[""3542""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
4B3F0A,29-05-2018,"[""8811.38""]","[""9090""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
N53LE7,29-05-2018,"[""4595.99""]","[""4803""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
KG2D6W,29-05-2018,"[""2171""]","[""5542""]","[""PASS""]","[""18""]","[""0""]","[""FAIL""]"
AGD3NA,29-05-2018,"[""21977""]","[""21989""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
KO7LMZ,05-06-2018,"[""84842.36""]","[""85874""]","[""PASS""]","[""1.8""]","[""0""]","[""FAIL""]"
LU1SUX,05-06-2018,"[""3848.5""]","[""3961""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
X996YW,05-06-2018,"[""3548.35""]","[""3666""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
VAA8ZZ,05-06-2018,"[""3739.78""]","[""3818""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
NIZE6K,07-06-2018,"[""5064.88""]","[""5250""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
KBMURC,07-06-2018,"[""18578.83""]","[""167310""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
S8C72L,07-06-2018,"[""5740.5""]","[""5780""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
I8YLGL,07-06-2018,"[""3577.22""]","[""3600""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
V4D8HE,07-06-2018,"[""5314.99""]","[""5541""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
80JXQQ,07-06-2018,"[""5317.65""]",[10950],"[""PASS""]","[""0""]",[0],"[""PASS""]"
CCC7HH,07-06-2018,"[""7096.24""]",[28764],"[""PASS""]","[""0""]",[0],"[""PASS""]"
V4IW5L,07-06-2018,"[""3742.09""]","[""3845""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
SPMCKW,07-06-2018,"[""3387.5""]","[""3500""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
FUR18R,07-06-2018,"[""2689.5""]",[5604],"[""PASS""]","[""13.5""]","[""00""]","[""FAIL""]"
SQDTET,02-06-2018,"[""6036.68""]",[12464],"[""PASS""]","[""0""]",[0],"[""PASS""]"
C5642M,02-06-2018,"[""6811.75""]",[14048],"[""PASS""]","[""0""]",[0],"[""PASS""]"
NBLZ6P,02-06-2018,"[""3888.94""]","[""3958""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
2PFT5O,02-06-2018,"[""3498.75""]","[""3591""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
TK8ZTX,02-06-2018,"[""5455.53""]","[""5528""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
PNJ62A,02-06-2018,"[""5478.73""]",[11356],"[""PASS""]","[""0""]",[0],"[""PASS""]"
3V9CF4,02-06-2018,"[""109201.49""]","[""110961""]","[""PASS""]","[""9""]","[""0""]","[""FAIL""]"
DB5Z5I,02-06-2018,"[""4993.41""]","[""5135""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
ZLDCCG,02-06-2018,"[""5358.7""]","[""5458""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
UWVVRZ,02-06-2018,"[""5126.5""]","[""5239""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
R654VI,02-06-2018,"[""4368.37""]","[""4547""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
PSZ14N,02-06-2018,"[""6897.5""]","[""6992""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
QU8R4U,02-06-2018,"[""6897.5""]","[""6992""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
7DM88O,02-06-2018,"[""2068.11""]","[""2168""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
V9935I,02-06-2018,"[""4116.35""]","[""4302""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
OKPF7R,12-06-2018,"[""3577.22""]","[""3600""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
D2MHVI,12-06-2018,"[""3141.51""]","[""3248""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
UFSEPG,14-06-2018,"[""3888.94""]","[""3914""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
LB7WMS,19-06-2018,"[""5740.5""]","[""5780""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
PIQFFK,19-06-2018,"[""3577.22""]","[""3600""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
P9VEMI,21-06-2018,"[""5066.42""]","[""5101""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
EC3HYP,21-06-2018,"[""4550.12""]","[""4580""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
HLBEWR,22-06-2018,"[""4591.87""]","[""4623""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
OF88XW,22-06-2018,"[""5851.63""]","[""5891""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
FIKMRK,23-06-2018,"[""4588.9""]","[""4620""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
N7G3UB,25-06-2018,"[""3888.94""]","[""3914""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
NB5I4C,25-08-2018,"[""1928.82""]","[""2022""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
F96BYY,02-09-2018,"[""1719.81""]","[""1813""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
W46BVX,11-06-2018,"[""4018.27""]","[""4221""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
RLS4WF,28-06-2018,"[""2286.5""]","[""2399""]","[""PASS""]","[""13.5""]","[""0""]","[""FAIL""]"
5GLC32,16-08-2018,"[""0""]","[""5555""]","[""PASS""]","[""0""]","[""0""]","[""PASS""]"
QXCLVM,14-07-2018,"[""77813.59""]","[""78250""]","[""PASS""]","[""1.8""]","[""0""]","[""FAIL""]"
QXDTXZ,14-07-2018,"[""98467.78""]","[""99000""]","[""PASS""]","[""1.8""]","[""0""]","[""FAIL""]"
P9JZFI,13-06-2018,"[""7632.8""]","[""7503""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
PCQD6Y,02-05-2018,"[""3068""]","[""3050""]","[""FAIL""]","[""18""]",[0],"[""FAIL""]"
NCS0BW,16-05-2018,"[""17720.8""]","[""17591""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
YGJ9MT,18-05-2018,"[""9580.45""]","[""-96649664""]","[""FAIL""]","[""0""]",[0],"[""PASS""]"
V3F3XS,15-05-2018,"[""16210""]","[""16051""]","[""FAIL""]","[""9""]",[0],"[""FAIL""]"
P1ZB3O,19-05-2018,"[""20832.8""]","[""20703""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
P9G7WQ,10-06-2018,"[""22773.8""]","[""22644""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
P590HS,28-05-2018,"[""22036.8""]","[""21907""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
N06CBW,06-05-2018,"[""41471""]","[""41353""]","[""FAIL""]","[""18""]",[0],"[""FAIL""]"
P342BU,23-05-2018,"[""6696.8""]","[""6567""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
P8L7F4,06-06-2018,"[""12173.8""]","[""12044""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
NB47XU,15-06-2018,"[""29512.92""]","[""16758""]","[""FAIL""]","[""1.8""]","[""0""]","[""FAIL""]"
P6P0ZS,04-06-2018,"[""7929.8""]","[""7800""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
PBV7PQ,16-06-2018,"[""13952.8""]","[""13823""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
PKDBN6,20-06-2018,"[""15554.8""]","[""15425""]","[""FAIL""]","[""19.8""]",[0],"[""FAIL""]"
WV8QLW,19-06-2018,"[""2067.8""]","[""1997""]","[""FAIL""]","[""10.8""]","[""0""]","[""FAIL""]"
FKTZPR,13-06-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
,01-05-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
NX43K0,14-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
TESTIN,16-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
"768yuijknm,",04-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
01S44M,11-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
,20-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
NX43K0,13-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
01S44M,12-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
VIWMIZ,17-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
873847834,18-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
HBNPBH,18-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
,14-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
,17-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
,19-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
,04-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
,18-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
,28-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
TMOXYA,20-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
TLL8DL,20-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
KDE4AS,20-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
UTXGFB,31-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
DIFZML,31-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
TF85O4,23-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
E06RFG,06-06-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
VQPBSZ,08-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
XCJXHM,15-06-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
,24-04-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
JPFH5C,22-05-2018,,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]",,,"[""PNR AVAILABLE ONLY ON TRIPEUR""]"
,09-07-2018,,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]",,,"[""DATE AVAILABLE ONLY ON TRIPEUR""]"
MWFSRW,30-04-2018,"[""-658""]","[""-667""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
JRF3WZ,07-05-2018,"[""-7860.64""]","[""-8033""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
GEIVFG,07-05-2018,"[""-341.38""]",[2994],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
JSS6JP,07-05-2018,"[""-7860.64""]","[""-8032""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
TDVG5R,07-05-2018,"[""-673.96""]","[""-3216""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
MLBZNR,02-05-2018,"[""-1974.8""]","[""-1900""]","[""CANCELLED""]","[""18""]","[""0""]","[""CANCELLED""]"
7QMXMA,09-05-2018,"[""-5977.51""]",[7448],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
TLG1UE,09-05-2018,"[""-3129.44""]","[""-3059""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
FE5DKW,09-05-2018,"[""-5230.48""]","[""-5177""]","[""CANCELLED""]","[""18""]","[""0""]","[""CANCELLED""]"
VYLIKV,09-05-2018,"[""-2464""]",[3309],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
7N92WG,09-05-2018,"[""-3947.24""]",[3749],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
714RMG,14-05-2018,"[""-5214.02""]",[3725],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
S9J4DO,14-05-2018,"[""-4473.26""]","[""-4452""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
N7ZCHB,14-05-2018,"[""-11053.03""]",[3631],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
QG6U38,14-05-2018,"[""-5468.43""]",[13048],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
72246I,16-05-2018,"[""-1853.91""]",[3725],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
RB2ZTW,16-05-2018,"[""-205.48""]",[2101],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
OGJL9G,16-05-2018,"[""-4777.87""]",[2688],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
IHUN7K,16-05-2018,"[""-11339.94""]",[3232],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
D9HQNV,16-05-2018,"[""-2664.79""]",[14929],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
8QGD1U,04-05-2018,"[""-5290.05""]",[12918],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
AZDS7W,04-05-2018,"[""-5290.05""]",[3678],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
S5K2A3,11-05-2018,"[""-3413.68""]",[3785],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
PHS1JN,11-05-2018,"[""-2743.26""]",[3190],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
VETTNP,10-05-2018,"[""-7993.51""]",[549],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
D5P36Z,10-05-2018,"[""-2252.89""]",[3189],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
AC5R5Z,10-05-2018,"[""-3198.08""]",[3250],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
OB6N8C,13-05-2018,"[""-4039.12""]",[3309],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
JPNO47,12-05-2018,"[""-2785.2""]",[2864],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
SM53HA,17-05-2018,"[""-51117.4""]","[""-55269""]","[""CANCELLED""]","[""18""]","[""0""]","[""CANCELLED""]"
F6L1NZ,17-05-2018,"[""-566.26""]",[6148],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
MYD5UV,17-05-2018,"[""-6098.59""]",[21829],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
QDK1FN,17-05-2018,"[""-2561.78""]",[0],"[""CANCELLED""]","[""0""]",[0],"[""CANCELLED""]"
SF5330,21-05-2018,"[""-51117.4""]",[-156357],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
FF1CXX,18-05-2018,"[""-4332.79""]",[3343],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
HE4NUJ,18-05-2018,"[""-4658.92""]",[0],"[""CANCELLED""]","[""4.5""]",[0],"[""CANCELLED""]"
QGFFMN,15-05-2018,"[""-1305.5""]",[8735],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
F6Q4FC,15-05-2018,"[""-2845.26""]",[0],"[""CANCELLED""]","[""0""]",[0],"[""CANCELLED""]"
TYJLV5,19-05-2018,"[""-6215.38""]",[6892],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
OIITFK,19-05-2018,"[""-2137.19""]",[3178],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
IYFUVW,05-05-2018,"[""-6636.38""]","[""-6827""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
U647FA,05-05-2018,"[""-2698.56""]","[""130396""]","[""CANCELLED""]","[""1.8""]",[0],"[""CANCELLED""]"
X2BBN4,20-05-2018,"[""-3516.86""]","[""-3490""]","[""CANCELLED""]","[""9""]","[""0""]","[""CANCELLED""]"
KH5SPA,20-05-2018,"[""-1874.12""]",[6618],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
WJJ7SK,20-05-2018,"[""-4190.28""]",[3166],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
1D4NRQ,10-06-2018,"[""-28236.78""]",[454],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
KENF4H,27-05-2018,"[""-403.96""]",[3066],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
XBY29N,26-05-2018,"[""-459.1""]",[2097],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
WYBFQZ,26-05-2018,"[""-4461.8""]",[0],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
45QR6S,01-06-2018,"[""-2413.65""]",[2873],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
22BKJU,28-05-2018,"[""-2559.75""]",[3673],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
NNRR34,28-05-2018,"[""-104792.05""]",[472],"[""CANCELLED""]","[""18""]",[0],"[""CANCELLED""]"
XNM24K,28-05-2018,"[""-2377.92""]",[1618],"[""CANCELLED""]","[""4.5""]",[0],"[""CANCELLED""]"
DV9XF4,30-05-2018,"[""-2659.65""]",[9912],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
Z93H3I,31-05-2018,"[""-4890.48""]",[324],"[""CANCELLED""]","[""4.5""]",[0],"[""CANCELLED""]"
4F46G0,31-05-2018,"[""-2862.25""]",[5546],"[""CANCELLED""]","[""4.5""]",[0],"[""CANCELLED""]"
LXBZCU,11-04-2018,"[""-336.58""]","[""-348""]","[""CANCELLED""]","[""4.5""]","[""0""]","[""CANCELLED""]"
LX6P2P,08-04-2018,"[""-869.14""]","[""-903""]","[""CANCELLED""]","[""4.5""]","[""0""]","[""CANCELLED""]"
Q7KNYS,06-05-2018,"[""-5177.75""]","[""-5284""]","[""CANCELLED""]","[""4.5""]","[""0""]","[""CANCELLED""]"
T4M7G8,23-05-2018,"[""-3120.76""]",[4346],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
LWDQRF,09-06-2018,"[""-3245.79""]",[9350],"[""CANCELLED""]","[""9""]",[0],"[""CANCELLED""]"
RKVTGE,03-06-2018,"[""-3292.76""]",[32255],"[""CANCELLED""]","[""4.5""]",[0],"[""CANCELLED""]"
